id,domain,feature,user_story,expected_behavior,status,gaps_for_robustness,priority,test_result,notes
D2,Billing,Google Play Receipt Validation,"As a paying user, I want my Google Play purchase verified against Google's API and mapped to the right tier, so that my Android subscription grants the correct entitlements.","; - `POST /billing/receipt/google` → `google-receipt-validator.js` uses service account JWT (RS256) to call `androidpublisher.googleapis.com/v3` subscriptionsv2 endpoint. ; - Validates token/productId format (alphanumeric, max 500/150 chars) before API call. ; - Maps `subscriptionState` enum (ACTIVE, IN_GRACE_PERIOD, etc.) to internal tier. ; - `verifyPurchase()` for one-time products; `verifySubs",Partial,"; 1. Google Play one-time purchases (consumables) must be **acknowledged** within 3 days or Google auto-refunds. There is no acknowledgement call in `verifyPurchase()` — only verification. If gift bundles ship on Android, tokens will be silently refunded by Google. ; 2. No Google RTDN (Real-Time Developer Notifications) webhook handler — subscription lifecycle events (renewal, expiry, refund) are ",P0,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,"**db_tables:** `subscriptions`, `purchase_receipts`, `entitlements` ; --- ; | ; --- ;"
D3,Billing,Apple Server-to-Server Notifications v2 (ASSN / Webhook),"As a subscriber, I want Apple's server notifications processed idempotently (with a dead-letter queue for failures), so that renewals, refunds, and revocations keep my account state accurate.","; - `POST /billing/webhook/apple` (registered in billing routes) → `apple-webhook-handler.js`. ; - Decodes outer JWS (signed payload), then inner `signedTransactionInfo` and `signedRenewalInfo` — all ES256/x5c verified. ; - Idempotency: `webhook_notifications` table tracks `notification_uuid`; duplicate UUIDs return 200 without reprocessing. ; - Dead-letter queue: failed notifications → `webhook_d",Implemented,"; 1. Webhook endpoint authentication: the handler verifies the JWS signature of the _payload_ (Apple-signed content), but there is no server-side secret/HMAC or IP allowlist on the HTTP endpoint itself. Any actor who can forge a valid Apple JWS (e.g., using a leaked Apple dev cert) can trigger song revocations. ; 2. `REFUND_REVERSED` event is declared in the constants but has no handler — falls th",P0,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,"**db_tables:** `webhook_notifications`, `webhook_dead_letter_queue`, `subscriptions`, `entitlements` ; --- ; | ; --- ;"
D4,Billing,Subscription Lifecycle (State Machine),"As a subscriber, I want my subscription lifecycle (renewal, grace period, expiration, refund, revoke) handled automatically, so that my song credits and tier always reflect my real billing status.","; - `syncSubscription()`: upserts subscription row, grants delta songs on renewal (compares `renewal_count`), sets `entitlements.tier`, `subscription_renews_at`. ; - `handleExpiration()`: sets tier → free, zeroes `songs_remaining` (preserves `songs_used_total`). ; - `handleGracePeriod()`: sets subscription status → `grace_period`, keeps tier active. ; - `handleRefund()` / `handleRevoke()`: revokes",Implemented,"; 1. `handleExpiration()` zeroes `songs_remaining` — but does not check whether those songs are mid-render (a full render job could be running when expiry fires). No in-flight render protection. ; 2. `syncSubscription()` reads plan config from DB cache (5-min TTL). If plan songs-per-period changes, users who renewed in the 5-min window get the old grant count. ; 3. No handling for subscription **p",P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,"**db_tables:** `subscriptions`, `entitlements`, `song_transactions`, `subscription_plans` ; --- ; | ; --- ;"
D5,Billing,Entitlement Credits Balance (Songs + Poems),"As a user, I want a clear balance of remaining songs and poems across subscription, trial, and gift sources, so that I know how many creations I can still make.","; - `entitlements` columns: `songs_remaining`, `songs_allowance`, `songs_used_total`, `trial_songs_remaining`, `trial_expires_at`, `poems_remaining`, `poems_allowance`, `poems_used_total`. ; - Balance read in `spendSongInTransaction()` via `SELECT * FROM entitlements WHERE user_id = ?`. ; - Gift wallet balance (`gift_wallet_transactions` ledger) is a tertiary source checked after trial and subscri",Implemented,; 1. `poems_remaining` spend path exists in the DB schema but was not found in an explicit `spendPoem()` function in `subscription-manager.js` — poem deduction may be missing or handled inline elsewhere. Needs verification. ; 2. `trial_songs_remaining` is not zeroed explicitly on trial expiry by a background job — it relies on `trial_expires_at` being checked at spend time. If the check is skipped,P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,"**db_tables:** `entitlements`, `gift_wallet_transactions`, `song_transactions` ; --- ; | ; --- ;"
D6,Billing,Server-Authoritative Credit Spend (Song Deduction),"As a user, I want each song spend deducted atomically and idempotently on the server, so that I'm never double-charged a credit even if a request is retried.","; - `spendSong(userId, trackId)` → `db.transaction()` → `spendSongInTransaction()`. ; - Atomic `UPDATE entitlements SET songs_remaining = songs_remaining - 1 WHERE user_id = ? AND songs_remaining > 0` (or equivalent per tier). ; - Returns error if no balance across all tiers. ; - Idempotency key `song_spend_<trackVersionId>` on `gift_wallet_transactions` prevents double-ledger on retry.",Implemented,"; 1. If `spendSong()` succeeds but the subsequent render job creation fails (e.g., DB error), the song is spent but no render exists. There is no compensating transaction / rollback to restore the credit. The user loses a song silently. ; 2. The `trackVersionId` idempotency key is only set when `trackVersionId` is passed in — the function signature has `trackVersionId = null` default. Call sites t",P0,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,"**db_tables:** `entitlements`, `gift_wallet_transactions`, `song_transactions` ; --- ; | ; --- ;"
D7,Billing,Billing Hold Create / Capture / Release,"As the system, I want to place, capture, or release a billing hold around a render, so that a credit is reserved before processing and refunded if the render fails.",,Unknown,"; 1. Without a hold model, a failed render does not automatically refund the spent song. The manual refund path (admin complimentary grant) exists but is not automated. ; 2. No in-flight protection: two near-simultaneous full render requests for the same user could both pass the balance check before either spend commits (mitigated by atomic UPDATE but not guaranteed at application layer if called ",P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,**db_tables:** `billing_holds` (dropped) ; --- ; | ; --- ;
D8,Billing,Pay-Per-Song / Gift Bundle (gift_bundle_1),"As a user, I want to buy a one-off song bundle that idempotently tops up my gift wallet, so that I can make a song without a subscription and not be charged twice for the same purchase.","; - `POST /billing/receipt/apple` with consumable product ID → validates receipt, looks up bundle config in `gift_bundles` table, calls `applyGiftWalletTransaction()` with `idempotencyKey: gift_receipt_<transactionId>`. ; - Duplicate receipt for same user → 200 with balance (idempotent via receipt lookup + gift wallet check). ; - Duplicate receipt for different user → 409 PURCHASE_CONFLICT. ; - Re",Implemented,"; 1. Reconciliation path (`apple_consumable_reconcile`) runs inside the same HTTP request as the duplicate-receipt detection — it is not triggered automatically on server startup or by a background job. A crash between `purchase_receipts` insert and `gift_wallet_transactions` insert leaves a gap until the user retaps ""buy"". ; 2. Gift wallet balance is read from `gift_wallet_transactions` ledger ",P1,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,"**db_tables:** `purchase_receipts`, `gift_wallet_transactions`, `gift_bundles`, `entitlements` ; --- ; | ; --- ;"
D9,Billing,Gift Funding of Sender's Own Songs,"As a gifting user, I want my non-expiring gift tokens to fund my own songs first when applicable, so that purchased credits are spent before anything else.","; - `gift-funding.js` / `spendSongInTransaction()`: when `voice_mode = 'gift'` (or equivalent flag), gift wallet tokens are preferred / required. ; - `song_spend` ledger entry with `source: 'gift_token'` and `idempotency_key: song_spend_<trackVersionId>`. ; - Gift tokens are non-expiring.",Partial,"; 1. Gift tokens are spent as a _fallback_ after subscription + trial credits. A premium subscriber creating a gift song would consume their subscription credit, not their purchased gift token — this may contradict user expectation (""I bought tokens to send gifts""). ; 2. No separate `spendGiftToken()` function that _only_ draws from gift wallet — the current design forces depletion of all other ",P1,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,"**db_tables:** `gift_wallet_transactions`, `entitlements` ; --- ; | ; --- ;"
D10,Billing,Restore Purchases,"As a returning user, I want to restore my previous purchases on a new device, so that my subscription and one-off credits are recovered.","; - `POST /billing/restore` accepts `{ platform, transactionId | purchaseToken, subscriptionId }`. ; - Apple path: calls `validateAppleTransaction()` then `syncSubscription()` — same flow as `/receipt/apple` but triggered by restore. ; - Google path: calls `googleValidator.verifySubscription()` then `syncSubscription()`. ; - Consumable path: transaction ID looked up in `purchase_receipts`; if foun",Implemented,; 1. Restore does not return a list of _all_ restorable purchases — it restores exactly one transaction per call. iOS clients sending multiple consumable receipts must call restore N times. A network failure midway leaves partial restore. ; 2. No rate limit on `/billing/restore` — an attacker who knows another user's transaction ID (possible via receipt sharing) can call restore repeatedly to prob,P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,"**db_tables:** `purchase_receipts`, `subscriptions`, `gift_wallet_transactions`, `entitlements` ; --- ; | ; --- ;"
D11,Billing,Subscription Status / Entitlements Query,"As a user, I want to query my subscription status and entitlements (with expired trials excluded), so that the app shows my current tier and remaining credits accurately.","; - `GET /billing/subscription-status` (alias: `GET /billing/subscription`) returns tier, `songs_remaining`, `poems_remaining`, `trial_*`, subscription dates, gift wallet balance. ; - Builds payload via `buildEntitlementsPayload()`. ; - Trial expiry checked inline — expired trial credits excluded from response.",Implemented,; 1. No ETag / cache header — iOS clients polling on every app foreground generate unnecessary DB reads. No `If-None-Match` support. ; 2. `gift_wallet` balance in the response requires a ledger SUM — not cached (same concern as feature 8).,P2,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,"**db_tables:** `entitlements`, `subscriptions`, `gift_wallet_transactions` ; --- ; | ; --- ;"
